# Observation File: water_balance-daily.dat column names:
# -----------------------------------------------------------------------------
# Observation Name: time [d]
# -----------------------------------------------------------------------------
# Observation Name: watershed boundary discharge [mol d^-1]
# Region: surface boundary
# Functional: extensive integral
# Variable: surface-mass_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: snowmelt [m d^-1]
# Region: surface domain
# Functional: average
# Variable: snow-melt
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: snow precipitation [m d^-1]
# Region: surface domain
# Functional: average
# Variable: snow-precipitation
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: rain precipitation [m d^-1]
# Region: surface domain
# Functional: average
# Variable: surface-precipitation_rain
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: surface water content [mol]
# Region: surface domain
# Functional: extensive integral
# Variable: surface-water_content
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: subsurface water content [mol]
# Region: computational domain
# Functional: extensive integral
# Variable: water_content
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: snow water content [mol]
# Region: surface domain
# Functional: extensive integral
# Variable: snow-water_content
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: SWE [m]
# Region: surface domain
# Functional: average
# Variable: snow-water_equivalent
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: surface air temperature [K]
# Region: surface domain
# Functional: average
# Variable: surface-air_temperature
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: max ponded depth [m]
# Region: surface domain
# Functional: maximum
# Variable: surface-ponded_depth
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: total evapotranspiration [m d^-1]
# Region: surface domain
# Functional: average
# Variable: surface-total_evapotranspiration
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: snow evaporation [m d^-1]
# Region: surface domain
# Functional: average
# Variable: snow-evaporation
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: surface evaporation [m d^-1]
# Region: surface domain
# Functional: average
# Variable: surface-evaporation
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: transpiration [m d^-1]
# Region: surface domain
# Functional: average
# Variable: surface-transpiration
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: canopy evaporation [m d^-1]
# Region: surface domain
# Functional: average
# Variable: canopy-evaporation
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: canopy drainage [m d^-1]
# Region: surface domain
# Functional: average
# Variable: canopy-drainage
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: water to surface [m d^-1]
# Region: surface domain
# Functional: average
# Variable: canopy-throughfall_drainage_rain
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: snow to surface [m SWE d^-1]
# Region: surface domain
# Functional: average
# Variable: canopy-throughfall_drainage_snow
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: canopy water content [mol]
# Region: surface domain
# Functional: extensive integral
# Variable: canopy-water_content
# Number of Vectors: 1
# =============================================================================
"time [d]","watershed boundary discharge [mol d^-1]","snowmelt [m d^-1]","snow precipitation [m d^-1]","rain precipitation [m d^-1]","surface water content [mol]","subsurface water content [mol]","snow water content [mol]","SWE [m]","surface air temperature [K]","max ponded depth [m]","total evapotranspiration [m d^-1]","snow evaporation [m d^-1]","surface evaporation [m d^-1]","transpiration [m d^-1]","canopy evaporation [m d^-1]","canopy drainage [m d^-1]","water to surface [m d^-1]","snow to surface [m SWE d^-1]","canopy water content [mol]"
1.329100000000e+04,1.991992486315e+10,1.078155903322e-02,0.000000000000e+00,0.000000000000e+00,6.093322679464e+10,1.240608688665e+13,2.931287500756e+11,9.935414068133e-02,2.811340123159e+02,4.965404583038e+00,2.233893205348e-03,9.112628362954e-05,2.137862987875e-04,1.928969851742e-03,1.077118862817e-08,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,7.028417380729e+03
1.329200000000e+04,1.976767773257e+10,1.109341909457e-02,0.000000000000e+00,0.000000000000e+00,6.155944857931e+10,1.241161121981e+13,2.601736582028e+11,8.818422018308e-02,2.821426015707e+02,4.965839545426e+00,2.385097874174e-03,7.649806225676e-05,2.353264641057e-04,2.073271170818e-03,2.176994084224e-09,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.200623793868e+02
1.329300000000e+04,2.011509073236e+10,1.181856666716e-02,0.000000000000e+00,0.000000000000e+00,6.223023915835e+10,1.241832814249e+13,2.251629199081e+11,7.631755129785e-02,2.831401868075e+02,4.968517866739e+00,2.544766980169e-03,4.810208349464e-05,2.593140384969e-04,2.237350703696e-03,1.544818340297e-10,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.476891930972e+01
1.329400000000e+04,2.087304273276e+10,1.201263172859e-02,0.000000000000e+00,0.000000000000e+00,6.300061023414e+10,1.242434042765e+13,1.896045866377e+11,6.426527855002e-02,2.840822766902e+02,4.973771965047e+00,2.678544021210e-03,3.963695398151e-05,3.157392290594e-04,2.323167799248e-03,3.892094852441e-11,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.348524359002e+01
1.329500000000e+04,2.223478986950e+10,1.169197271629e-02,0.000000000000e+00,0.000000000000e+00,6.371481526313e+10,1.242727091177e+13,1.550028949260e+11,5.253725342368e-02,2.850929098682e+02,4.980236996672e+00,2.956339989319e-03,3.605340198003e-05,3.718757527506e-04,2.548410786641e-03,4.794746209970e-11,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.273413606871e+01
1.329600000000e+04,2.350232594425e+10,1.059179230378e-02,0.000000000000e+00,0.000000000000e+00,6.411083036501e+10,1.242512682138e+13,1.236273095076e+11,4.190269667410e-02,2.856916185463e+02,4.985347047085e+00,3.261089757336e-03,4.276342786724e-05,4.327818218115e-04,2.785544450635e-03,5.702167140616e-11,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.273413606871e+01
1.329700000000e+04,2.415525077668e+10,8.968316635745e-03,0.000000000000e+00,0.000000000000e+00,6.410704670038e+10,1.241761813359e+13,9.701075690656e+10,3.288118407632e-02,2.860330732540e+02,4.985876248622e+00,3.380542723586e-03,5.319111135562e-05,4.868864214506e-04,2.840465132340e-03,5.843943920740e-11,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.273413606871e+01
1.329800000000e+04,2.402144020663e+10,7.179812114370e-03,0.000000000000e+00,0.000000000000e+00,6.400869143171e+10,1.240490090900e+13,7.560830356381e+10,2.562695752982e-02,2.857930036755e+02,4.984395280388e+00,3.456080039443e-03,7.442354901921e-05,5.445367889152e-04,2.837119643432e-03,5.807580347956e-11,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.273413606871e+01
1.329900000000e+04,2.359738725994e+10,5.605755311643e-03,0.000000000000e+00,0.000000000000e+00,6.378017957289e+10,1.238848868933e+13,5.881953154043e+10,1.993650916183e-02,2.850400736382e+02,4.981265136669e+00,3.332537951541e-03,8.469717135419e-05,5.771208896932e-04,2.670719837603e-03,5.289059974295e-11,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.273413606871e+01
1.330000000000e+04,2.271792265095e+10,4.682107826326e-03,0.000000000000e+00,0.000000000000e+00,6.360473423436e+10,1.236999833211e+13,4.486811903244e+10,1.520776590255e-02,2.861898025925e+02,4.976872321763e+00,3.355308552017e-03,4.664121497342e-05,4.901097150262e-04,2.818557559459e-03,6.255830477712e-11,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.273413606871e+01
1.330100000000e+04,2.177853361527e+10,4.239305068458e-03,0.000000000000e+00,0.000000000000e+00,6.340615362312e+10,1.235043101315e+13,3.229050169709e+10,1.094466185066e-02,2.874793020136e+02,4.972628071449e+00,3.580940200408e-03,2.380466977536e-05,4.131966210912e-04,3.143938830892e-03,7.864914925637e-11,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.273413606871e+01
1.330200000000e+04,2.055138334202e+10,3.062396804109e-03,0.000000000000e+00,0.000000000000e+00,6.231030286277e+10,1.232976507639e+13,2.305210463523e+10,7.813365445521e-03,2.851306244791e+02,4.963748432460e+00,3.541556706973e-03,6.890097767163e-05,5.621002026071e-04,2.910555463136e-03,6.355911309476e-11,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.273413606871e+01
1.330300000000e+04,1.855295534546e+10,1.940297885536e-03,0.000000000000e+00,1.340186436515e-03,6.179213116189e+10,1.231335144176e+13,1.708855884105e+10,5.792059218677e-03,2.837671801292e+02,4.956294881786e+00,2.783155022403e-03,8.101009213074e-05,5.785712174549e-04,2.010529934395e-03,1.130437784229e-04,0.000000000000e+00,1.198281490871e-03,0.000000000000e+00,8.515236765616e+07
1.330400000000e+04,1.725016069419e+10,1.181841999738e-03,0.000000000000e+00,1.756538164683e-03,6.064600920476e+10,1.229886003050e+13,1.342180034169e+10,4.549234556490e-03,2.812936172525e+02,4.947096648836e+00,2.469800631908e-03,6.098121456273e-05,5.501903846763e-04,1.654309897184e-03,2.043191354854e-04,1.257821536057e-08,1.569248178986e-03,0.000000000000e+00,3.493691928880e+07
1.330500000000e+04,1.504332826289e+10,7.811483144618e-04,0.000000000000e+00,4.794047543336e-04,5.981653150440e+10,1.228020848594e+13,1.099687461071e+10,3.727321277241e-03,2.811408413528e+02,4.937324173804e+00,2.816644804332e-03,4.076207208041e-05,4.854892436035e-04,2.227916279952e-03,6.247720869559e-05,0.000000000000e+00,4.281288697251e-04,0.000000000000e+00,1.890753800679e+06
1.330600000000e+04,1.356786703970e+10,9.975841928545e-04,0.000000000000e+00,0.000000000000e+00,5.951121555724e+10,1.226037071309e+13,8.030631122849e+09,2.721931759112e-03,2.845293997768e+02,4.931657275957e+00,3.234657886650e-03,7.802131658622e-06,2.856226036920e-04,2.940591514277e-03,6.416370218224e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,5.303469212908e+02
1.330700000000e+04,1.267412564432e+10,1.058308749141e-03,0.000000000000e+00,0.000000000000e+00,5.905981125178e+10,1.224122611871e+13,4.890490025764e+09,1.657600743343e-03,2.846859733347e+02,4.927210948583e+00,3.410460218852e-03,6.023824773678e-06,2.933305515960e-04,3.111103411039e-03,2.431443726091e-09,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,5.069421781398e+02
1.330800000000e+04,1.169076055533e+10,8.055676143114e-04,0.000000000000e+00,0.000000000000e+00,5.838172785325e+10,1.222217444479e+13,2.502459593630e+09,8.481928928866e-04,2.858736044718e+02,4.921360265941e+00,3.534178563121e-03,3.841319742725e-06,3.765625896190e-04,3.153772268870e-03,2.384888430411e-09,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,5.057541559811e+02
1.330900000000e+04,1.062161391502e+10,5.062724953788e-04,0.000000000000e+00,0.000000000000e+00,5.763056714961e+10,1.220222724753e+13,1.005794057570e+09,3.409075509191e-04,2.869734133732e+02,4.915514169183e+00,3.922738170275e-03,1.014184966346e-06,3.613368719296e-04,3.560384435907e-03,2.677472037899e-09,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,5.051009832826e+02
1.331000000000e+04,9.643897238166e+09,2.451122758393e-04,0.000000000000e+00,0.000000000000e+00,5.697116872038e+10,1.218208326659e+13,2.820444901356e+08,9.559720069800e-05,2.882054064093e+02,4.910547985879e+00,4.027750627702e-03,1.995334735429e-07,3.533814524250e-04,3.674166892050e-03,2.749753995779e-09,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,5.048816948446e+02
1.331100000000e+04,8.852921185259e+09,7.552619946375e-05,0.000000000000e+00,0.000000000000e+00,5.646339987888e+10,1.216173211662e+13,5.912174961467e+07,2.003894407160e-05,2.903964329817e+02,4.906279430664e+00,4.144919305266e-03,3.314332498443e-08,3.049681876222e-04,3.839915077247e-03,2.897072328864e-09,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,5.046624064066e+02
1.331200000000e+04,8.158817283470e+09,1.601215815826e-05,0.000000000000e+00,0.000000000000e+00,5.595317975386e+10,1.214197310886e+13,1.142550848387e+07,3.872604024579e-06,2.898389859872e+02,4.902299549077e+00,4.120916967434e-03,1.547460502352e-07,3.566654551563e-04,3.764093945585e-03,2.820642336906e-09,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,5.044431179686e+02
1.331300000000e+04,7.598466937556e+09,2.845871535842e-06,0.000000000000e+00,1.597926856264e-03,5.577629590625e+10,1.212985541062e+13,2.375663642461e+06,8.052162051104e-07,2.881163683115e+02,4.899741327122e+00,3.161136502322e-03,2.209271429259e-07,4.063894200181e-04,2.599098463897e-03,1.554276912646e-04,0.000000000000e+00,1.410923405678e-03,0.000000000000e+00,9.316135889436e+07
1.331400000000e+04,7.273479988593e+09,5.684618480981e-07,0.000000000000e+00,1.470092707763e-03,5.540836224236e+10,1.211875514842e+13,5.744453232977e+05,1.947046185334e-07,2.876517726780e+02,4.897236922788e+00,2.922203588141e-03,4.214117580964e-08,3.800752123671e-04,2.339467176914e-03,2.026190576836e-04,0.000000000000e+00,1.297201447518e-03,0.000000000000e+00,5.452738565446e+06
1.331500000000e+04,6.716290398690e+09,1.342519280223e-07,0.000000000000e+00,0.000000000000e+00,5.495697241060e+10,1.210295196285e+13,1.560885032976e+05,5.290521353287e-08,2.866890254467e+02,4.893422024189e+00,3.234933834476e-03,7.991236759204e-09,3.493405001052e-04,2.883735273485e-03,1.850069649587e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.333270922195e+03
1.331600000000e+04,6.199719516614e+09,3.655398214806e-08,0.000000000000e+00,0.000000000000e+00,5.464706746037e+10,1.208763848699e+13,4.431274366776e+04,1.501952492619e-08,2.872666205637e+02,4.890740718513e+00,3.194134651727e-03,1.201439608781e-09,2.991412229781e-04,2.894985887250e-03,6.340059429294e-09,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.257837833201e+03
1.331700000000e+04,5.844113698557e+09,1.064890167687e-08,0.000000000000e+00,0.000000000000e+00,5.430058866379e+10,1.207228876059e+13,1.154786981309e+04,3.914077625218e-09,2.872945320694e+02,4.888538361304e+00,3.339321483152e-03,3.290153743520e-12,2.733829692334e-04,3.065931922140e-03,6.588489094443e-09,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.247619364494e+03
1.331800000000e+04,5.506920030016e+09,2.615440655001e-09,0.000000000000e+00,0.000000000000e+00,5.390790914479e+10,1.205699952049e+13,2.380622722063e+03,8.068970538579e-10,2.874315766586e+02,4.886285840033e+00,3.448761280829e-03,8.875481697008e-12,2.795293116491e-04,3.169225208074e-03,6.752230905367e-09,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.244027162918e+03
1.331900000000e+04,5.182840151918e+09,3.586501255707e-10,0.000000000000e+00,0.000000000000e+00,5.354464351122e+10,1.204197929764e+13,2.475419491799e+02,8.390278209493e-11,2.882465884134e+02,4.884135273993e+00,3.457452534560e-03,6.746074137791e-13,2.546298731983e-04,3.202815876915e-03,6.783771508485e-09,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.240563474304e+03
1.332000000000e+04,4.981674143538e+09,3.243516129499e-11,0.000000000000e+00,3.165666975833e-03,5.356196044225e+10,1.203778078993e+13,8.121661385597e-03,2.752785892420e-15,2.875135016291e+02,4.883453558115e+00,2.825541367217e-03,0.000000000000e+00,2.523052028610e-04,2.252625996650e-03,3.206101677056e-04,4.372339033962e-08,2.776249938856e-03,0.000000000000e+00,2.030148511972e+08
1.332100000000e+04,5.034289344519e+09,8.629311826371e-16,0.000000000000e+00,4.997884846785e-03,5.359203430124e+10,1.204182002017e+13,4.804812968575e-04,1.628561045289e-16,2.852612112390e+02,4.883737603969e+00,1.900689761862e-03,0.000000000000e+00,2.969637645672e-04,9.981823281381e-04,6.055436691564e-04,8.001327208917e-07,4.380751663327e-03,0.000000000000e+00,2.372056548837e+08
1.332200000000e+04,5.152997359523e+09,1.092762643719e-16,0.000000000000e+00,6.309081972900e-03,5.379097944615e+10,1.205204970019e+13,2.251591110012e-04,7.631626029287e-17,2.827271506656e+02,4.884159350020e+00,9.497863486539e-04,0.000000000000e+00,2.968179328039e-04,1.952507095180e-04,4.577177063319e-04,2.497249916324e-04,5.773361378389e-03,0.000000000000e+00,4.673481793031e+08
1.332300000000e+04,5.406310179941e+09,5.939483133210e-17,0.000000000000e+00,7.377998772869e-03,5.406142499322e+10,1.206605386184e+13,1.635983078604e-04,5.545061441498e-17,2.837097274957e+02,4.885862495629e+00,7.135368182658e-04,0.000000000000e+00,2.185575327629e-04,6.766838745615e-08,4.949116171154e-04,4.341810405145e-04,6.889347979255e-03,0.000000000000e+00,4.488815617930e+08
1.332400000000e+04,5.338796652585e+09,5.294616439728e-17,0.000000000000e+00,3.007088924742e-03,5.343449536435e+10,1.206552399049e+13,1.371197838436e-04,4.647588573513e-17,2.842523223139e+02,4.883333213686e+00,1.732390349103e-03,0.000000000000e+00,1.972501698211e-04,1.027127308518e-03,5.080128707636e-04,1.230125918538e-05,2.641838527207e-03,0.000000000000e+00,2.766006332849e+07
1.332500000000e+04,4.650574812889e+09,5.120074929131e-17,0.000000000000e+00,0.000000000000e+00,5.282567229186e+10,1.205281457103e+13,1.228100515746e-04,4.162569225324e-17,2.854243430349e+02,4.878804389432e+00,2.947216995981e-03,0.000000000000e+00,2.266865977328e-04,2.711164697137e-03,9.365701110607e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,8.643351486235e+02
1.332600000000e+04,4.126166106806e+09,5.286699756047e-17,0.000000000000e+00,0.000000000000e+00,5.251734715019e+10,1.203950564627e+13,1.140689399602e-04,3.866294761347e-17,2.864626681907e+02,4.876275715122e+00,3.216943702676e-03,0.000000000000e+00,2.074259627581e-04,3.009517014817e-03,7.251007603598e-10,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.073153984645e+02
1.332700000000e+04,3.842127176856e+09,5.141629537244e-17,0.000000000000e+00,0.000000000000e+00,5.227945570544e+10,1.202689467650e+13,1.079188328884e-04,3.657840761849e-17,2.862841861152e+02,4.874668132040e+00,3.052776265578e-03,0.000000000000e+00,2.263738341192e-04,2.826401846957e-03,5.845021269896e-10,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.858798092013e+02
1.332800000000e+04,3.632516398463e+09,4.997697375682e-17,0.000000000000e+00,0.000000000000e+00,5.208140758933e+10,1.201438714663e+13,1.032971879744e-04,3.501193022981e-17,2.868052091999e+02,4.873393446580e+00,3.075257495259e-03,0.000000000000e+00,2.292564039349e-04,2.846000564105e-03,5.272196482064e-10,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.759949835090e+02
1.332900000000e+04,3.467603341863e+09,4.955650317543e-17,0.000000000000e+00,0.000000000000e+00,5.187478302606e+10,1.200154520971e+13,9.966683217783e-05,3.378144403408e-17,2.869385651190e+02,4.872251712006e+00,3.247405871544e-03,0.000000000000e+00,2.248996049055e-04,3.022505710240e-03,5.563985783391e-10,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.753398041493e+02
1.333000000000e+04,3.313880417246e+09,4.983005777199e-17,0.000000000000e+00,0.000000000000e+00,5.167494260497e+10,1.198864277284e+13,9.734083227178e-05,3.299306103913e-17,2.876034093236e+02,4.871060879860e+00,3.317715915725e-03,0.000000000000e+00,2.206523542731e-04,3.097062981313e-03,5.801394528077e-10,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.746846247895e+02
1.333100000000e+04,3.158218040337e+09,4.989776639806e-17,0.000000000000e+00,0.000000000000e+00,5.147918626265e+10,1.197642296992e+13,9.538558826846e-05,3.233034341856e-17,2.874747910775e+02,4.869923097818e+00,3.137717881292e-03,0.000000000000e+00,2.177111662640e-04,2.920006164143e-03,5.508852419201e-10,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.740294454297e+02
1.333200000000e+04,3.006506841777e+09,4.442199242930e-17,0.000000000000e+00,0.000000000000e+00,5.127527693977e+10,1.196567737115e+13,9.370873555556e-05,3.176198476968e-17,2.854631328340e+02,4.868808595367e+00,2.692230633364e-03,0.000000000000e+00,2.433507616512e-04,2.448879422384e-03,4.493293074136e-10,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.733742660700e+02
1.333300000000e+04,2.877995811610e+09,4.081052823787e-17,0.000000000000e+00,0.000000000000e+00,5.109898702741e+10,1.195481202558e+13,9.229995430310e-05,3.128448725123e-17,2.859138189703e+02,4.867927337231e+00,2.767014622210e-03,0.000000000000e+00,2.219108394013e-04,2.545103318668e-03,4.641406453671e-10,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.727190867102e+02
1.333400000000e+04,2.790053810525e+09,4.339774073597e-17,0.000000000000e+00,0.000000000000e+00,5.091751889148e+10,1.194289076854e+13,9.108907745703e-05,3.087406818289e-17,2.869972483347e+02,4.867214781540e+00,3.156471776662e-03,0.000000000000e+00,1.818370057396e-04,2.974634217144e-03,5.537781381391e-10,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.720639073505e+02
1.333500000000e+04,2.695708115350e+09,4.541009737921e-17,0.000000000000e+00,0.000000000000e+00,5.069031404225e+10,1.193095307270e+13,9.003147739522e-05,3.051560131364e-17,2.872258826996e+02,4.866390545026e+00,3.209523625973e-03,0.000000000000e+00,1.883816368158e-04,3.021141427040e-03,5.621173777273e-10,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.714087279907e+02
1.333600000000e+04,2.581029750998e+09,4.656109879155e-17,0.000000000000e+00,0.000000000000e+00,5.044659801131e+10,1.191901259874e+13,8.909733265275e-05,3.019897884609e-17,2.877939983319e+02,4.865505286884e+00,3.254931147780e-03,0.000000000000e+00,1.969267580106e-04,3.058003828087e-03,5.616821949735e-10,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.707535486310e+02
1.333700000000e+04,2.474894287177e+09,4.692985713118e-17,0.000000000000e+00,0.000000000000e+00,5.020177380552e+10,1.190734370225e+13,8.830765347186e-05,2.993132206929e-17,2.877038629331e+02,4.864665369276e+00,3.199231207854e-03,0.000000000000e+00,1.984858474156e-04,3.000744813061e-03,5.473768074966e-10,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.700983692712e+02
1.333800000000e+04,2.378917374464e+09,4.696321675002e-17,0.000000000000e+00,0.000000000000e+00,4.996945766163e+10,1.189607694402e+13,8.761297545564e-05,2.969586533796e-17,2.880625081803e+02,4.863916786740e+00,3.091220195613e-03,0.000000000000e+00,1.959355656385e-04,2.895284100829e-03,5.291447839743e-10,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.694431899114e+02
1.333900000000e+04,2.413687164320e+09,4.623293398506e-17,0.000000000000e+00,2.686145549891e-03,4.999416495671e+10,1.189411036767e+13,8.697128748419e-05,2.947836924803e-17,2.875865787689e+02,4.864585390686e+00,2.445960131671e-03,0.000000000000e+00,1.868518377685e-04,1.973640140996e-03,2.854681529061e-04,0.000000000000e+00,2.320411724989e-03,0.000000000000e+00,2.368135798684e+08
1.334000000000e+04,2.594480951590e+09,4.325544140590e-17,0.000000000000e+00,3.770959386529e-03,4.996382577970e+10,1.189704152269e+13,8.641058046790e-05,2.928832114199e-17,2.867514102587e+02,4.865217059096e+00,1.934180320409e-03,0.000000000000e+00,1.957360342595e-04,1.200636470769e-03,5.378078153801e-04,3.927981928007e-08,3.258968687647e-03,0.000000000000e+00,1.606607622529e+08
1.334100000000e+04,2.680679236265e+09,4.176289529784e-17,0.000000000000e+00,5.168505882237e-03,5.000771964390e+10,1.190361305254e+13,8.590041955931e-05,2.911540532029e-17,2.869390783763e+02,4.865949937559e+00,1.945175991134e-03,0.000000000000e+00,1.893168872667e-04,1.127643494776e-03,6.282156090910e-04,1.335594641379e-06,4.467815834334e-03,0.000000000000e+00,3.744882924838e+08
1.334200000000e+04,3.046890004807e+09,4.217616871782e-17,0.000000000000e+00,1.260963632180e-02,5.064868141644e+10,1.193181304112e+13,8.541466393940e-05,2.895076151724e-17,2.869938265705e+02,4.869062516971e+00,1.746026244770e-03,0.000000000000e+00,2.024549935167e-04,1.989604110878e-04,1.344610840165e-03,3.158197848877e-04,1.120959775536e-02,0.000000000000e+00,5.380409994466e+08
1.334300000000e+04,3.345369937490e+09,4.338929052589e-17,0.000000000000e+00,8.483302417673e-03,5.038635008248e+10,1.194749297052e+13,8.495306977627e-05,2.879430708754e-17,2.877725107946e+02,4.869813381252e+00,2.285215960278e-03,0.000000000000e+00,2.400198097603e-04,9.217013050897e-04,1.123494845428e-03,1.918615859166e-04,7.521310764198e-03,0.000000000000e+00,6.157961485377e+07
1.334400000000e+04,2.856798702151e+09,4.460983925436e-17,0.000000000000e+00,0.000000000000e+00,4.955783527257e+10,1.193586795276e+13,8.451874527260e-05,2.864709553689e-17,2.878703536896e+02,4.865249102561e+00,3.273609017298e-03,0.000000000000e+00,2.383965763984e-04,3.014355832331e-03,2.085660856918e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.985616131370e+03
1.334500000000e+04,2.325059161159e+09,4.593609932458e-17,0.000000000000e+00,0.000000000000e+00,4.913489060258e+10,1.192383020207e+13,8.414899636436e-05,2.852177147694e-17,2.884681127681e+02,4.862156899600e+00,3.435411586324e-03,0.000000000000e+00,2.233065226633e-04,3.212103421781e-03,1.641880311458e-09,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.944486758854e+00
1.334600000000e+04,2.058160635308e+09,4.635211265024e-17,0.000000000000e+00,0.000000000000e+00,4.887052423006e+10,1.191242395760e+13,8.382221262840e-05,2.841101019110e-17,2.881517620065e+02,4.860791971105e+00,3.258079358393e-03,0.000000000000e+00,2.161284823068e-04,3.041950875552e-03,5.338352696409e-13,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
1.334700000000e+04,1.930089597019e+09,4.243477830796e-17,0.000000000000e+00,0.000000000000e+00,4.864079584842e+10,1.190263697775e+13,8.351851587592e-05,2.830807409267e-17,2.865409455500e+02,4.860009218158e+00,2.740908373380e-03,0.000000000000e+00,2.309878911794e-04,2.509920482201e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
1.334800000000e+04,1.865120773544e+09,4.237786902512e-17,0.000000000000e+00,0.000000000000e+00,4.844111020237e+10,1.189246924456e+13,8.322160716597e-05,2.820743875844e-17,2.880979534985e+02,4.859473440773e+00,2.881800267213e-03,0.000000000000e+00,1.967762573185e-04,2.685024009894e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
1.334900000000e+04,1.807590849837e+09,4.702705741065e-17,0.000000000000e+00,0.000000000000e+00,4.821547774428e+10,1.188107383103e+13,8.294439329737e-05,2.811347886644e-17,2.891180822743e+02,4.858876027455e+00,3.326208709852e-03,0.000000000000e+00,1.728107251944e-04,3.153397984657e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
1.335000000000e+04,1.728008257248e+09,4.788707810925e-17,0.000000000000e+00,0.000000000000e+00,4.797293265138e+10,1.187034788156e+13,8.268213136993e-05,2.802458684057e-17,2.887270236683e+02,4.858222375626e+00,3.132004550682e-03,0.000000000000e+00,2.008638864441e-04,2.931140664238e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
